year,mileage,tax(£),mpg,engineSize
2017.0,22880.0,145.0,50.4,1.4
2013.0,47602.0,30.0,57.6,1.2
2017.0,34755.0,125.0,57.6,1.7
2017.0,33887.0,125.0,57.6,1.7
2016.0,16422.0,20.0,60.1,1.0
2018.0,29157.0,145.0,60.1,1.0
2014.0,22614.0,30.0,57.6,1.2
2016.0,32184.0,125.0,57.6,1.7
2019.0,10100.0,145.0,44.8,1.0
2019.0,4462.0,145.0,34.0,2.0
2018.0,11462.0,145.0,57.7,1.0
2018.0,9711.0,150.0,44.1,1.0
2017.0,35513.0,145.0,55.4,1.2
2019.0,3215.0,145.0,49.6,1.0
2016.0,28000.0,30.0,61.7,1.7
2019.0,11488.0,145.0,44.1,1.0
2017.0,29840.0,145.0,74.3,1.6
2017.0,41592.0,145.0,60.1,1.0
2017.0,18701.0,125.0,57.6,1.7
2017.0,17921.0,145.0,56.5,1.0
2017.0,35213.0,145.0,61.7,1.7
2019.0,5223.0,150.0,57.6,1.2
2019.0,15196.0,145.0,34.9,1.6
2017.0,35776.0,125.0,57.6,1.7
2017.0,14097.0,150.0,47.9,1.2
2018.0,10166.0,145.0,34.5,1.6
2018.0,37485.0,145.0,28.0,2.5
2019.0,3961.0,145.0,41.5,1.4
2019.0,3454.0,145.0,35.3,1.6
2018.0,31007.0,145.0,31.7,2.5
2019.0,9109.0,145.0,35.3,1.6
2019.0,5000.0,145.0,46.3,1.2
2017.0,27000.0,150.0,60.1,1.0
2019.0,4266.0,145.0,31.7,2.5
2018.0,13554.0,150.0,36.2,1.6
2018.0,15563.0,150.0,61.7,1.7
2017.0,26500.0,145.0,54.3,2.0
2016.0,18257.0,0.0,78.4,1.6
2019.0,8000.0,135.0,78.5,1.6
2016.0,27000.0,30.0,58.9,1.2
2017.0,31564.0,145.0,47.9,1.2
2018.0,12085.0,145.0,61.7,1.7
2017.0,39589.0,240.0,42.8,2.2
2014.0,45495.0,30.0,57.6,1.2
2016.0,18340.0,125.0,60.1,1.7
2019.0,14031.0,135.0,78.5,1.6
2015.0,19900.0,125.0,51.4,1.4
2020.0,1136.0,150.0,56.5,1.0
2017.0,16755.0,20.0,60.1,1.0
2014.0,38193.0,160.0,45.6,1.2
2018.0,15124.0,150.0,56.5,1.0
2015.0,38514.0,265.0,42.2,2.2
2017.0,18078.0,30.0,57.7,1.2
2017.0,24263.0,30.0,61.7,1.7
2014.0,17904.0,20.0,60.1,1.0
2018.0,4203.0,145.0,38.7,1.6
2018.0,33500.0,145.0,57.7,1.7
2014.0,51023.0,145.0,53.3,1.7
2017.0,39990.0,235.0,42.8,2.2
2018.0,20796.0,145.0,45.6,1.4
2015.0,30782.0,20.0,72.4,1.6
2017.0,43912.0,135.0,78.5,1.6
2015.0,35921.0,30.0,55.4,1.2
2018.0,4758.0,145.0,74.3,1.6
2015.0,19800.0,30.0,55.4,1.2
2017.0,13094.0,125.0,57.6,1.7
2019.0,6439.0,145.0,37.7,1.6
2019.0,2238.0,145.0,49.6,1.0
2017.0,15679.0,160.0,44.8,1.6
2015.0,50715.0,200.0,46.3,2.2
2017.0,10269.0,145.0,56.5,1.0
2017.0,27299.0,145.0,57.6,1.7
2018.0,17952.0,145.0,36.2,1.6
2018.0,18.0,145.0,34.9,1.6
2018.0,18000.0,150.0,62.8,1.0
2017.0,17754.0,125.0,57.6,1.7
2017.0,23700.0,135.0,78.5,1.6
2019.0,4000.0,145.0,45.6,1.0
2016.0,21656.0,200.0,47.1,2.0
2016.0,62874.0,30.0,61.7,1.7
2017.0,41617.0,200.0,47.9,2.0
2016.0,12663.0,30.0,61.7,1.7
2018.0,7957.0,145.0,47.9,1.2
2017.0,19812.0,145.0,60.1,1.0
2014.0,41063.0,20.0,60.1,1.0
2016.0,29856.0,125.0,57.6,1.7
2019.0,4733.0,145.0,31.7,2.5
2018.0,31400.0,145.0,39.8,1.6
2014.0,37095.0,145.0,53.3,1.7
2014.0,12378.0,30.0,57.6,1.2
2017.0,17864.0,145.0,55.4,1.2
2016.0,41350.0,30.0,61.7,1.7
2019.0,2000.0,145.0,50.4,1.6
2014.0,57675.0,145.0,53.3,1.7
2017.0,23000.0,0.0,78.5,1.6
2013.0,26454.0,145.0,48.7,1.7
2016.0,9671.0,0.0,78.4,1.6
2017.0,28500.0,150.0,60.1,1.0
2015.0,26061.0,30.0,55.4,1.2
2015.0,59040.0,0.0,78.4,1.6
2017.0,27191.0,20.0,60.1,1.0
2019.0,10.0,145.0,49.6,1.0
2017.0,12607.0,145.0,60.1,1.0
2018.0,9870.0,145.0,68.9,1.6
2019.0,15751.0,150.0,34.9,1.6
2016.0,20578.0,200.0,47.1,2.2
2016.0,51846.0,30.0,61.7,1.7
2017.0,15687.0,125.0,50.4,1.4
2018.0,14429.0,145.0,34.9,1.6
2018.0,14682.0,145.0,44.1,1.0
2016.0,35988.0,30.0,61.7,1.7
2018.0,9832.0,145.0,60.1,1.0
2019.0,11013.0,145.0,53.3,1.6
2016.0,30283.0,300.0,37.7,2.5
2017.0,36750.0,30.0,61.7,1.7
2017.0,30193.0,145.0,60.1,1.0
2019.0,10333.0,145.0,34.9,1.6
2015.0,12731.0,30.0,57.6,1.2
2020.0,6000.0,150.0,47.9,1.0
2016.0,30022.0,30.0,61.7,1.7
2017.0,27921.0,150.0,55.4,1.2
2019.0,5430.0,145.0,46.3,1.2
2014.0,38073.0,20.0,60.1,1.0
2017.0,34817.0,145.0,74.3,1.6
2017.0,17354.0,240.0,42.8,2.2
2019.0,3750.0,145.0,42.2,1.4
2016.0,6539.0,20.0,60.1,1.0
2016.0,48655.0,0.0,78.4,1.6
2017.0,34545.0,30.0,61.7,1.7
2019.0,14674.0,145.0,31.7,2.5
2018.0,33389.0,145.0,31.7,2.5
2015.0,48458.0,30.0,55.4,1.2
2020.0,2661.0,150.0,45.6,1.4
2019.0,2034.0,150.0,47.9,1.2
2019.0,5082.0,135.0,78.5,1.6
2018.0,26219.0,145.0,57.7,1.2
2019.0,3000.0,145.0,46.3,1.2
2017.0,20513.0,135.0,78.5,1.6
2018.0,15450.0,150.0,35.3,1.6
2016.0,13396.0,240.0,43.5,2.0
2018.0,38093.0,145.0,37.7,2.5
2016.0,23340.0,20.0,60.1,1.0
2016.0,25865.0,30.0,61.7,1.7
2017.0,12417.0,125.0,50.4,1.4
2016.0,21240.0,30.0,61.7,1.7
2018.0,10434.0,150.0,44.1,1.0
2018.0,14427.0,150.0,44.8,1.6
2017.0,11247.0,135.0,78.5,1.6
2019.0,1527.0,150.0,34.0,1.6
2019.0,17431.0,145.0,34.9,1.6
2017.0,30435.0,145.0,47.9,1.2
2013.0,25892.0,145.0,48.7,1.7
2017.0,16853.0,0.0,74.3,1.6
2017.0,25424.0,30.0,61.7,1.7
2015.0,61919.0,125.0,56.5,1.7
2016.0,46759.0,150.0,54.3,2.0
2019.0,9841.0,145.0,34.9,1.6
2018.0,16583.0,135.0,78.5,1.6
2019.0,12806.0,145.0,34.9,1.6
2018.0,34000.0,145.0,47.1,2.2
2016.0,29203.0,20.0,60.1,1.0
2017.0,37254.0,20.0,60.1,1.0
2010.0,64000.0,115.0,54.3,1.2
2016.0,23828.0,200.0,47.1,2.2
2019.0,7386.0,135.0,256.8,1.6
2017.0,10128.0,30.0,61.7,1.7
2015.0,28123.0,30.0,56.5,0.0
2019.0,4292.0,145.0,34.9,1.6
2017.0,24010.0,145.0,44.8,1.6
2017.0,16961.0,30.0,61.7,0.0
2016.0,53220.0,125.0,50.4,1.4
2018.0,9755.0,145.0,44.8,1.6
2017.0,7809.0,160.0,43.5,1.6
2016.0,11909.0,20.0,60.1,1.0
2017.0,9121.0,20.0,60.1,1.0
2019.0,5000.0,145.0,37.7,1.6
2014.0,21029.0,30.0,57.6,1.2
2017.0,21431.0,145.0,58.9,2.0
2018.0,16522.0,145.0,47.1,1.6
2018.0,12215.0,145.0,44.1,1.0
2017.0,8016.0,30.0,61.7,1.7
2017.0,25878.0,145.0,57.7,1.2
2017.0,19363.0,145.0,50.4,1.4
2018.0,15028.0,145.0,52.3,1.0
2018.0,33294.0,145.0,74.3,1.6
2020.0,4000.0,145.0,51.4,1.2
2017.0,16483.0,30.0,57.7,1.2
2018.0,10300.0,145.0,48.7,1.6
2017.0,12717.0,145.0,60.1,1.0
2017.0,23372.0,20.0,62.8,1.0
2019.0,14577.0,145.0,34.9,1.6
2018.0,26615.0,145.0,52.3,1.0
2017.0,25123.0,145.0,54.3,2.0
2015.0,54411.0,30.0,61.7,1.7
2016.0,48039.0,325.0,33.6,2.5
2013.0,37438.0,160.0,51.4,1.6
2019.0,50.0,150.0,34.0,2.0
2017.0,21807.0,150.0,58.9,1.2
2018.0,6210.0,145.0,34.9,1.6
2019.0,2324.0,145.0,50.4,1.6
2019.0,5088.0,145.0,42.2,1.4
2019.0,17124.0,150.0,31.7,2.5
2017.0,22138.0,145.0,61.7,1.7
2018.0,10091.0,145.0,52.3,1.4
2017.0,17470.0,145.0,57.7,1.2
2018.0,38520.0,145.0,28.0,2.5
2017.0,22117.0,30.0,61.7,1.7
2014.0,18495.0,30.0,57.6,1.2
2014.0,16059.0,30.0,57.6,1.2
2017.0,13500.0,145.0,60.1,1.0
2017.0,20992.0,135.0,78.5,1.6
2019.0,100.0,145.0,51.4,1.6
2017.0,17378.0,145.0,57.6,1.7
2019.0,1775.0,145.0,42.2,1.4
2016.0,30551.0,125.0,57.6,1.7
2018.0,7304.0,145.0,57.6,1.7
2018.0,34362.0,145.0,57.7,1.7
2018.0,20000.0,135.0,78.5,1.6
2018.0,26000.0,145.0,60.1,1.0
2017.0,14500.0,145.0,60.1,1.0
2018.0,17704.0,150.0,56.5,1.0
2019.0,10.0,145.0,36.2,1.6
2018.0,25516.0,150.0,46.3,1.2
2016.0,44905.0,200.0,47.1,2.2
2020.0,7000.0,135.0,52.3,1.6
2014.0,54681.0,30.0,57.6,1.2
2019.0,12230.0,150.0,34.9,1.6
2018.0,11513.0,145.0,74.3,1.6
2019.0,2000.0,145.0,60.1,1.0
2017.0,15917.0,145.0,47.9,1.2
2016.0,45748.0,20.0,61.4,1.0
2017.0,10330.0,30.0,61.7,1.7
2017.0,19952.0,150.0,58.9,1.2
2016.0,32223.0,240.0,42.2,2.2
2015.0,16998.0,150.0,48.7,1.4
2019.0,3050.0,150.0,35.8,1.6
2017.0,31128.0,145.0,43.5,1.6
2017.0,40097.0,150.0,57.6,1.7
2016.0,32125.0,160.0,44.8,1.6
2019.0,4425.0,150.0,34.9,1.6
2017.0,27000.0,150.0,61.4,1.7
2017.0,50408.0,30.0,61.7,1.7
2018.0,3895.0,145.0,60.1,1.0
2018.0,8361.0,145.0,44.1,1.0
2019.0,6500.0,145.0,36.2,1.6
2018.0,25501.0,150.0,56.5,1.0
2017.0,10172.0,160.0,44.8,1.6
2016.0,31237.0,30.0,61.7,1.7
2016.0,26753.0,20.0,60.1,1.0
2016.0,25969.0,125.0,50.4,1.4
2013.0,30252.0,30.0,57.6,1.2
2018.0,7727.0,145.0,60.1,1.0
2014.0,19874.0,30.0,57.6,1.2
2017.0,18626.0,125.0,57.6,1.7
2018.0,4783.0,145.0,34.0,2.0
2018.0,31548.0,150.0,39.8,1.6
2019.0,100.0,145.0,35.3,1.6
2017.0,27742.0,30.0,61.7,1.7
2015.0,48823.0,165.0,44.1,1.6
2017.0,21477.0,145.0,47.1,2.0
2016.0,50167.0,0.0,78.4,1.6
2017.0,26628.0,145.0,57.7,1.2
2016.0,13500.0,30.0,57.6,1.2
2015.0,28040.0,145.0,53.3,1.7
2018.0,13812.0,145.0,52.3,1.0
2012.0,50800.0,20.0,61.4,1.2
2018.0,9664.0,145.0,56.5,1.0
2017.0,12245.0,20.0,62.8,1.0
2013.0,22000.0,20.0,61.4,1.2
2017.0,9812.0,145.0,62.8,1.0
2017.0,11997.0,145.0,60.1,1.0
2019.0,10384.0,145.0,44.1,1.0
2015.0,42865.0,150.0,53.3,1.7
2019.0,100.0,145.0,49.6,1.0
2014.0,27082.0,200.0,43.6,1.6
2016.0,41519.0,30.0,57.6,1.2
2019.0,10.0,145.0,44.1,1.0
2018.0,30007.0,150.0,57.7,1.0
2018.0,11333.0,135.0,78.5,1.6
2018.0,7400.0,145.0,44.1,1.0
2019.0,10547.0,135.0,78.5,1.6
2014.0,13281.0,20.0,60.1,1.0
2019.0,199.0,145.0,34.9,1.6
2019.0,8295.0,145.0,44.8,1.0
2017.0,14416.0,30.0,61.7,1.7
2019.0,3000.0,145.0,49.6,1.0
2016.0,11000.0,145.0,47.9,1.2
2018.0,33026.0,145.0,57.7,1.7
2019.0,9616.0,145.0,36.2,1.6
2015.0,54076.0,165.0,51.4,2.0
