year,mileage,tax(£),mpg,engineSize,price
2017.0,3379.0,20.0,60.1,1.0,7500.0
2016.0,27516.0,20.0,60.1,1.0,6000.0
2018.0,10481.0,145.0,57.7,1.2,8995.0
2019.0,7000.0,145.0,60.1,1.0,9295.0
2017.0,34258.0,145.0,74.3,1.6,9499.0
2018.0,13457.0,145.0,60.1,1.0,7500.0
2015.0,47900.0,30.0,55.4,1.2,6500.0
2019.0,15997.0,150.0,31.7,2.5,18499.0
2017.0,11231.0,150.0,57.6,1.7,15998.0
2017.0,18539.0,145.0,78.4,1.6,9499.0
2017.0,52586.0,145.0,74.3,1.6,9298.0
2019.0,17970.0,150.0,34.9,1.6,15790.0
2017.0,6299.0,145.0,58.9,1.2,9299.0
2017.0,18266.0,145.0,72.4,1.6,8985.0
2017.0,12645.0,145.0,60.1,1.0,8000.0
2018.0,11290.0,145.0,44.8,1.6,14751.0
2020.0,4550.0,145.0,51.4,1.2,12995.0
2013.0,50227.0,150.0,45.6,1.4,5690.0
2015.0,47660.0,20.0,60.1,0.0,5300.0
2019.0,4000.0,145.0,49.6,1.0,9491.0
2017.0,41109.0,200.0,47.1,2.2,18670.0
2019.0,1247.0,145.0,35.3,1.6,16995.0
2015.0,43450.0,265.0,41.5,2.2,14000.0
2017.0,46443.0,145.0,45.6,1.4,8493.0
2020.0,610.0,145.0,56.5,1.0,11995.0
2018.0,15448.0,150.0,57.7,1.0,12954.0
2015.0,43000.0,20.0,67.3,1.7,9000.0
2012.0,64000.0,20.0,61.4,1.2,3250.0
2015.0,22992.0,0.0,78.4,1.6,8495.0
2019.0,1267.0,135.0,78.5,1.6,17250.0
2019.0,5500.0,135.0,78.5,1.6,22491.0
2018.0,23059.0,150.0,44.8,1.6,14495.0
2019.0,14618.0,145.0,34.9,1.6,18995.0
2018.0,32543.0,145.0,28.0,2.5,17680.0
2019.0,7761.0,145.0,31.7,2.5,19998.0
2017.0,14814.0,150.0,55.4,1.2,7798.0
2019.0,1533.0,135.0,78.5,1.6,16990.0
2017.0,32412.0,145.0,60.1,1.0,7600.0
2015.0,38000.0,125.0,50.4,1.4,7699.0
2017.0,7525.0,30.0,57.7,1.2,8490.0
2019.0,17325.0,145.0,34.9,1.6,15498.0
2018.0,14830.0,145.0,60.1,1.0,7998.0
2018.0,5000.0,145.0,46.3,1.2,9895.0
2017.0,10248.0,145.0,44.8,1.6,13399.0
2018.0,18000.0,145.0,57.7,1.2,8679.0
2019.0,50.0,145.0,49.6,1.0,10790.0
2015.0,23869.0,20.0,60.1,1.0,6250.0
2018.0,21642.0,145.0,61.7,1.7,12698.0
2015.0,8500.0,200.0,43.6,1.6,9250.0
2017.0,32939.0,125.0,57.6,1.7,14470.0
2013.0,47232.0,200.0,48.7,2.0,7776.0
2016.0,31854.0,20.0,60.1,0.0,6300.0
2016.0,17272.0,20.0,61.4,0.0,6300.0
2018.0,8000.0,150.0,60.1,1.0,9499.0
2016.0,11653.0,125.0,57.6,1.7,14500.0
2018.0,4222.0,145.0,46.3,1.2,9490.0
2016.0,58626.0,30.0,61.7,1.7,12995.0
2017.0,23329.0,145.0,60.1,1.0,7000.0
2019.0,5200.0,145.0,44.1,1.0,15995.0
2009.0,55000.0,30.0,56.5,1.2,1995.0
2019.0,9468.0,135.0,78.5,1.6,20000.0
2017.0,8305.0,135.0,78.5,1.6,15397.0
2019.0,4899.0,145.0,35.8,1.6,25499.0
2018.0,32227.0,135.0,78.5,1.6,15000.0
2014.0,38751.0,20.0,60.1,1.0,5495.0
2019.0,150.0,145.0,42.2,1.4,18500.0
2017.0,31000.0,145.0,60.1,1.0,7999.0
2018.0,13901.0,145.0,74.3,1.6,11998.0
2016.0,25976.0,200.0,47.1,2.2,19360.0
2019.0,5431.0,150.0,47.9,1.2,10495.0
2016.0,26844.0,20.0,72.4,1.6,9855.0
2017.0,36797.0,20.0,60.1,1.0,6999.0
2017.0,31686.0,145.0,57.7,1.2,6491.0
2017.0,19348.0,30.0,61.7,1.7,13735.0
2018.0,28227.0,135.0,78.5,1.6,16495.0
2018.0,17952.0,150.0,36.2,1.6,17695.0
2019.0,50.0,145.0,49.6,1.0,10790.0
2017.0,10049.0,30.0,57.7,1.2,7620.0
2016.0,14884.0,235.0,43.5,2.0,18698.0
2018.0,5357.0,145.0,44.1,1.0,15850.0
2014.0,46845.0,0.0,74.3,1.6,6925.0
2019.0,4004.0,135.0,78.5,1.6,16498.0
2018.0,26283.0,145.0,31.7,2.5,17495.0
2019.0,4900.0,145.0,48.7,1.6,19489.0
2018.0,32383.0,145.0,28.0,2.5,15995.0
2019.0,10.0,150.0,48.7,1.6,19995.0
2016.0,10682.0,125.0,57.6,1.7,15199.0
2019.0,9586.0,145.0,60.1,1.0,8470.0
2019.0,5000.0,145.0,47.9,1.0,14195.0
2017.0,5067.0,145.0,44.8,1.6,14100.0
2018.0,34886.0,145.0,28.0,2.5,14800.0
2016.0,8000.0,20.0,60.1,1.2,7500.0
2017.0,14440.0,150.0,52.3,1.4,11500.0
2017.0,48776.0,145.0,44.8,1.6,12999.0
2016.0,14959.0,30.0,57.6,1.2,6995.0
2017.0,31814.0,30.0,57.7,1.2,6699.0
2016.0,50299.0,30.0,61.7,1.7,12995.0
2017.0,13625.0,20.0,60.1,1.0,6989.0
2019.0,11544.0,145.0,57.6,1.2,8970.0
2019.0,3000.0,145.0,51.4,1.6,23795.0
2016.0,20760.0,125.0,50.4,1.4,7998.0
2020.0,1458.0,150.0,44.8,1.0,14490.0
2017.0,24042.0,30.0,55.4,1.2,9990.0
2019.0,1000.0,145.0,41.5,1.4,17995.0
2019.0,5500.0,135.0,78.5,1.6,22491.0
2015.0,34878.0,200.0,43.6,1.6,6890.0
2018.0,9426.0,145.0,60.1,1.0,7499.0
2019.0,10.0,145.0,35.3,1.6,16390.0
2014.0,42000.0,125.0,50.4,1.4,5945.0
2017.0,17528.0,150.0,61.7,1.7,14600.0
2019.0,12328.0,145.0,36.2,1.6,18595.0
2016.0,27458.0,30.0,56.5,1.2,7290.0
2019.0,50.0,145.0,49.6,1.0,9989.0
2017.0,31960.0,150.0,57.6,1.7,14698.0
2015.0,60230.0,200.0,47.9,2.0,13995.0
2019.0,3682.0,145.0,57.6,1.2,9325.0
2018.0,37324.0,145.0,28.0,2.5,15998.0
2017.0,25972.0,30.0,61.7,1.7,13740.0
2015.0,16533.0,30.0,55.4,1.2,7995.0
2017.0,21875.0,145.0,38.7,1.6,16800.0
2017.0,18235.0,30.0,61.7,1.7,12995.0
2016.0,36510.0,125.0,58.9,2.0,13480.0
2018.0,37125.0,135.0,78.5,1.6,13789.0
2018.0,19997.0,145.0,46.3,1.2,10249.0
2017.0,11653.0,30.0,61.7,1.7,14500.0
2017.0,7497.0,145.0,57.6,1.7,15790.0
2020.0,3000.0,135.0,62.8,1.6,21695.0
2018.0,17774.0,145.0,56.5,1.0,10575.0
2018.0,35845.0,145.0,33.6,2.5,14500.0
2019.0,8574.0,145.0,45.6,1.6,22491.0
2019.0,7865.0,135.0,78.5,1.6,23995.0
2017.0,19419.0,145.0,60.1,1.0,6698.0
2013.0,60790.0,205.0,47.1,1.7,6750.0
2018.0,14791.0,145.0,54.3,1.0,11498.0
2019.0,150.0,150.0,34.0,2.0,23995.0
2010.0,35000.0,125.0,54.3,1.2,3695.0
2018.0,10293.0,145.0,57.6,1.2,8990.0
2016.0,33500.0,30.0,61.7,1.7,12495.0
2018.0,22756.0,145.0,31.7,2.5,16895.0
2019.0,15623.0,150.0,35.3,1.6,15692.0
2020.0,8000.0,140.0,62.8,1.6,20999.0
2016.0,3000.0,160.0,43.5,1.6,9995.0
2017.0,24230.0,160.0,44.8,1.6,12490.0
2017.0,24108.0,145.0,57.7,1.2,7656.0
2018.0,10014.0,145.0,56.5,1.0,11455.0
2019.0,3500.0,145.0,47.1,1.6,24990.0
2016.0,8648.0,125.0,50.4,1.4,8995.0
2017.0,24163.0,125.0,57.6,1.7,16929.0
2020.0,484.0,150.0,55.4,1.2,12000.0
2017.0,30834.0,125.0,50.4,1.4,8990.0
2017.0,14528.0,145.0,60.1,1.0,7291.0
2014.0,30750.0,30.0,57.6,1.2,4995.0
2018.0,13002.0,145.0,57.7,1.0,9498.0
2018.0,32449.0,145.0,47.9,1.2,9795.0
2019.0,500.0,145.0,50.4,1.6,26000.0
2019.0,3000.0,135.0,78.5,1.6,17999.0
2019.0,13145.0,145.0,44.1,1.0,14998.0
2019.0,10000.0,145.0,47.1,1.6,22000.0
2018.0,25148.0,145.0,44.8,1.6,13399.0
2019.0,19357.0,145.0,31.7,2.5,18000.0
2020.0,1500.0,135.0,52.3,1.6,25195.0
2018.0,12193.0,145.0,47.1,2.0,20995.0
2018.0,56118.0,135.0,78.5,1.6,14600.0
2017.0,22431.0,135.0,78.5,1.6,13600.0
2016.0,11257.0,235.0,37.7,1.6,17000.0
2017.0,14491.0,30.0,61.7,1.7,15295.0
2017.0,36058.0,30.0,61.7,1.7,11350.0
2016.0,21037.0,30.0,61.7,1.7,12498.0
2019.0,2439.0,135.0,62.8,1.6,21800.0
2020.0,1958.0,150.0,56.5,1.0,12190.0
2016.0,15589.0,125.0,57.6,1.7,14500.0
2018.0,29746.0,145.0,31.7,2.5,15280.0
2019.0,8155.0,145.0,44.1,1.0,13799.0
2019.0,4500.0,145.0,36.2,1.6,21795.0
2018.0,7182.0,145.0,46.3,1.2,9770.0
2017.0,35003.0,30.0,61.7,1.7,13498.0
2017.0,16844.0,150.0,51.4,1.4,11470.0
2018.0,12486.0,145.0,74.3,1.6,11998.0
2016.0,31362.0,20.0,72.4,1.6,8395.0
2017.0,19625.0,145.0,57.7,1.2,7998.0
2019.0,10066.0,150.0,34.9,0.0,16300.0
2019.0,3103.0,150.0,60.1,1.0,8590.0
2018.0,31917.0,145.0,33.6,2.5,15795.0
2015.0,23043.0,200.0,47.1,1.7,10995.0
2019.0,8651.0,145.0,53.3,1.6,17990.0
2019.0,15251.0,150.0,46.3,1.2,9990.0
2018.0,11038.0,145.0,50.4,1.4,10195.0
2017.0,20257.0,140.0,78.5,1.6,16491.0
2020.0,500.0,145.0,56.5,1.0,12495.0
2017.0,18600.0,30.0,57.6,1.2,6699.0
2014.0,39472.0,200.0,41.5,1.6,7750.0
2018.0,17427.0,150.0,44.8,1.6,13950.0
2016.0,28601.0,20.0,61.4,1.0,5490.0
2018.0,46014.0,145.0,33.6,2.5,14299.0
2015.0,30796.0,150.0,48.7,1.4,7998.0
2018.0,29700.0,150.0,47.9,1.2,9200.0
2015.0,34093.0,20.0,72.4,1.6,8998.0
2016.0,29448.0,260.0,41.5,2.2,16499.0
2014.0,40000.0,30.0,57.6,1.2,5195.0
2019.0,10.0,145.0,49.6,1.0,9989.0
2017.0,27782.0,145.0,60.1,1.0,6999.0
2017.0,18465.0,30.0,61.7,1.7,13666.0
2018.0,6897.0,135.0,78.5,1.6,17750.0
2016.0,31054.0,30.0,61.7,1.7,12498.0
2019.0,1853.0,145.0,34.0,2.0,23995.0
2017.0,19372.0,150.0,61.7,1.7,13998.0
2013.0,33000.0,30.0,57.6,1.2,4495.0
2018.0,16346.0,145.0,61.7,1.7,13799.0
2019.0,4180.0,145.0,44.1,1.0,15990.0
2020.0,545.0,145.0,51.4,1.2,13595.0
2016.0,26294.0,235.0,42.8,2.2,17650.0
2017.0,13997.0,145.0,60.1,1.0,6650.0
2019.0,3346.0,135.0,78.5,1.6,19897.0
2019.0,100.0,145.0,49.6,1.0,9995.0
2018.0,13406.0,145.0,56.5,1.0,11000.0
2016.0,39002.0,145.0,54.3,2.0,13690.0
2020.0,1200.0,145.0,52.3,1.2,13980.0
2017.0,7000.0,145.0,61.4,1.7,15490.0
2016.0,31789.0,30.0,61.7,1.7,10776.0
2019.0,500.0,145.0,60.1,1.0,11495.0
2019.0,4461.0,145.0,52.3,1.6,17990.0
2019.0,2884.0,145.0,47.9,1.0,10970.0
2015.0,25559.0,30.0,57.6,1.2,6200.0
2014.0,37006.0,265.0,41.5,2.2,15500.0
2018.0,6124.0,145.0,44.8,1.6,14980.0
2014.0,37543.0,30.0,57.6,1.2,5169.0
2019.0,4920.0,145.0,60.1,1.0,8600.0
2017.0,7457.0,125.0,57.6,0.0,15700.0
2017.0,7955.0,135.0,78.5,1.6,17749.0
2018.0,11852.0,145.0,57.7,1.0,9498.0
2019.0,9676.0,150.0,48.7,1.6,18995.0
2020.0,4152.0,135.0,1.1,1.6,23895.0
2015.0,22653.0,145.0,48.7,1.4,8991.0
2018.0,17624.0,145.0,65.7,1.0,10250.0
2017.0,31458.0,145.0,57.7,1.2,7000.0
2016.0,17740.0,0.0,65.7,1.0,8000.0
2018.0,30421.0,145.0,38.7,1.6,14490.0
2016.0,18504.0,30.0,61.7,1.7,13500.0
2017.0,31232.0,145.0,57.7,0.0,7000.0
2020.0,3000.0,135.0,62.8,1.6,21495.0
2019.0,3400.0,145.0,36.2,1.6,23991.0
2017.0,7856.0,150.0,60.1,1.0,7250.0
2015.0,47300.0,145.0,53.3,1.7,7950.0
2017.0,44120.0,150.0,62.8,1.0,7999.0
2017.0,19542.0,0.0,78.5,1.6,16000.0
2016.0,9862.0,30.0,57.6,1.2,7790.0
2018.0,22983.0,145.0,39.8,1.6,17495.0
2019.0,101.0,145.0,34.9,1.6,21490.0
2016.0,39979.0,200.0,47.1,2.2,16470.0
2016.0,31339.0,125.0,56.5,1.7,12495.0
2017.0,28076.0,145.0,57.7,1.2,7500.0
2017.0,6318.0,160.0,44.8,1.6,12998.0
2016.0,38186.0,30.0,64.2,1.6,6990.0
2018.0,3789.0,150.0,45.6,1.0,12891.0
2018.0,28050.0,150.0,58.9,1.2,8000.0
2017.0,9866.0,145.0,57.7,1.0,9521.0
2020.0,500.0,145.0,53.3,1.0,13000.0
2018.0,34168.0,145.0,37.7,2.5,15000.0
2018.0,14441.0,145.0,44.1,1.0,13698.0
2018.0,16673.0,145.0,60.1,1.0,7896.0
2015.0,40700.0,30.0,55.4,1.2,6500.0
2018.0,10268.0,150.0,57.7,1.2,9000.0
2018.0,9396.0,145.0,44.1,1.0,13495.0
2018.0,34719.0,145.0,47.1,2.0,16295.0
2015.0,64708.0,150.0,53.3,1.7,8090.0
2014.0,31000.0,160.0,51.4,2.0,11000.0
2019.0,2003.0,145.0,50.4,1.6,25499.0
2016.0,27283.0,30.0,61.7,1.7,13182.0
2019.0,4566.0,145.0,42.2,2.2,26290.0
2018.0,9606.0,145.0,34.9,1.6,15280.0
2016.0,47282.0,30.0,55.4,1.2,6899.0
2016.0,15701.0,30.0,55.4,1.2,7498.0
2018.0,31360.0,145.0,28.0,2.5,16995.0
2015.0,39547.0,30.0,55.4,1.2,6799.0
2017.0,18228.0,0.0,74.3,1.6,10999.0
2014.0,43978.0,145.0,53.3,1.7,8498.0
2017.0,35731.0,150.0,44.8,1.6,11998.0
2018.0,10717.0,145.0,44.8,1.6,12395.0
2017.0,35500.0,145.0,62.8,1.0,8995.0
2014.0,22632.0,145.0,53.3,1.7,8990.0
2019.0,6000.0,145.0,47.9,1.2,10995.0
2019.0,2984.0,145.0,50.4,1.6,26980.0
2019.0,350.0,145.0,46.3,1.4,20495.0
2018.0,10434.0,135.0,78.5,1.6,18995.0
2016.0,34504.0,30.0,65.7,1.7,11094.0
2019.0,6013.0,150.0,34.9,1.6,19500.0
2018.0,7804.0,145.0,57.7,1.2,9633.0
2020.0,3500.0,145.0,34.9,1.6,22750.0
2016.0,30000.0,160.0,44.8,1.6,10495.0
2019.0,6717.0,150.0,44.1,1.0,14998.0
2019.0,5047.0,135.0,78.5,1.6,17480.0
2016.0,30562.0,20.0,62.8,1.0,7989.0
2020.0,5.0,135.0,62.8,1.6,22995.0
2017.0,12000.0,150.0,47.9,1.2,9495.0
2018.0,8083.0,145.0,60.1,1.0,8000.0
2017.0,38319.0,150.0,61.7,1.7,12798.0
2017.0,31037.0,20.0,60.1,1.0,5698.0
2018.0,16874.0,150.0,57.7,1.2,9750.0
2018.0,32228.0,135.0,78.5,1.6,15490.0
2018.0,8623.0,145.0,60.1,1.0,7690.0
2018.0,4200.0,145.0,46.3,1.2,10399.0
2016.0,40297.0,30.0,61.7,1.7,11498.0
2020.0,2083.0,145.0,44.1,1.4,19890.0
2018.0,28433.0,145.0,52.3,1.0,12395.0
2019.0,17441.0,145.0,34.9,1.6,15498.0
2016.0,45142.0,30.0,65.7,1.7,10610.0
2017.0,10670.0,145.0,58.9,1.2,8795.0
2017.0,13794.0,150.0,44.8,1.6,14000.0
2019.0,3279.0,145.0,46.3,1.2,11430.0
2019.0,2837.0,145.0,36.2,1.6,19642.0
2013.0,56726.0,150.0,48.7,1.7,6498.0
2013.0,51400.0,145.0,53.3,1.7,7996.0
2017.0,16768.0,125.0,57.6,1.7,15698.0
2017.0,7015.0,145.0,57.6,1.7,15698.0
2017.0,26222.0,145.0,60.1,1.0,6498.0
2015.0,53441.0,30.0,62.8,1.7,8000.0
2019.0,100.0,145.0,60.1,1.0,9190.0
2015.0,44929.0,0.0,78.4,1.6,7331.0
2018.0,30239.0,150.0,45.6,1.4,9995.0
2017.0,39606.0,200.0,47.1,2.2,14900.0
2018.0,18856.0,150.0,38.7,1.6,16995.0
2018.0,13164.0,150.0,57.7,1.0,10349.0
2017.0,41684.0,125.0,57.6,1.7,14495.0
2018.0,19000.0,135.0,78.5,1.6,18480.0
2015.0,25730.0,20.0,68.9,1.4,7361.0
2019.0,25.0,145.0,49.6,1.0,9990.0
2017.0,32979.0,150.0,47.9,1.2,8495.0
2016.0,36567.0,30.0,61.7,1.7,10698.0
2019.0,15861.0,145.0,34.9,1.6,15498.0
2019.0,10616.0,145.0,36.2,1.6,18414.0
2018.0,14839.0,150.0,44.1,1.0,14450.0
2017.0,9225.0,145.0,65.7,1.7,11690.0
2015.0,3006.0,160.0,45.6,1.2,8995.0
2017.0,30505.0,30.0,55.4,1.2,7395.0
2019.0,10.0,145.0,52.3,1.6,19995.0
2018.0,8168.0,145.0,47.9,1.2,10495.0
2018.0,31222.0,150.0,57.7,1.7,16990.0
2017.0,39877.0,145.0,60.1,1.0,5789.0
2019.0,13725.0,150.0,35.3,1.6,15792.0
2019.0,13684.0,145.0,34.9,1.6,15498.0
2019.0,50.0,145.0,49.6,1.0,10290.0
2015.0,50500.0,20.0,67.3,1.7,8499.0
2017.0,17677.0,150.0,57.7,1.2,7499.0
2019.0,450.0,145.0,49.6,1.0,9995.0
2017.0,19178.0,150.0,57.7,1.2,7290.0
2018.0,6018.0,145.0,60.1,1.0,8795.0
2019.0,9562.0,135.0,78.5,1.6,18695.0
2016.0,37878.0,30.0,61.7,1.7,11795.0
2017.0,15553.0,145.0,57.7,1.2,8298.0
2019.0,11435.0,150.0,46.3,1.2,10990.0
2016.0,13971.0,20.0,60.1,1.0,5992.0
2016.0,20707.0,160.0,44.8,1.6,12990.0
2019.0,2361.0,145.0,48.7,1.6,22995.0
2017.0,6955.0,145.0,60.1,1.0,7470.0
2019.0,11478.0,145.0,44.1,1.0,13920.0
2017.0,21156.0,145.0,43.5,1.6,9650.0
2018.0,7356.0,145.0,60.1,1.0,7995.0
2016.0,25071.0,30.0,61.7,1.7,13300.0
2020.0,3500.0,150.0,44.1,1.0,14990.0
2018.0,23091.0,145.0,44.8,1.6,13690.0
2016.0,20458.0,165.0,42.2,1.4,8990.0
2017.0,20940.0,125.0,57.6,1.7,14995.0
2017.0,5473.0,145.0,60.1,1.0,7990.0
2018.0,33173.0,145.0,37.7,2.5,15499.0
2018.0,3297.0,135.0,78.5,1.6,16990.0
