year,mileage,tax(£),mpg,engineSize,price
2017.0,25165.0,145.0,65.7,1.0,8999.0
2016.0,24377.0,30.0,55.4,1.2,7691.0
2013.0,37489.0,20.0,61.4,1.2,4044.0
2017.0,12980.0,150.0,57.7,1.7,18495.0
2016.0,17574.0,30.0,61.7,1.7,12499.0
2019.0,13980.0,145.0,34.9,1.6,15795.0
2017.0,9511.0,150.0,57.7,1.2,7610.0
2017.0,31382.0,145.0,61.7,1.7,14292.0
2019.0,10.0,145.0,49.6,1.0,9491.0
2018.0,7372.0,145.0,60.1,1.0,8495.0
2015.0,34123.0,125.0,50.4,1.4,7498.0
2019.0,8550.0,145.0,44.1,1.0,14680.0
2017.0,26421.0,150.0,61.7,1.7,16794.0
2017.0,52029.0,30.0,61.7,1.7,11577.0
2016.0,33943.0,200.0,46.3,2.0,20113.0
2017.0,6987.0,145.0,39.8,1.6,17995.0
2018.0,31459.0,145.0,57.7,1.7,17591.0
2015.0,29083.0,125.0,58.9,2.0,13369.0
2018.0,5728.0,145.0,36.2,1.6,18599.0
2017.0,5733.0,20.0,60.1,1.0,7998.0
2018.0,21716.0,145.0,52.3,1.0,13326.0
2015.0,19705.0,125.0,50.4,1.4,7000.0
2017.0,12268.0,30.0,57.7,1.2,7500.0
2014.0,61825.0,30.0,57.6,1.2,5000.0
2019.0,5500.0,135.0,78.5,1.6,23991.0
2019.0,4412.0,145.0,35.3,1.6,17995.0
2016.0,49029.0,30.0,61.7,1.7,11950.0
2018.0,30.0,145.0,44.1,1.0,17495.0
2019.0,10000.0,140.0,78.5,1.6,19689.0
2015.0,42307.0,0.0,78.4,1.6,6700.0
2018.0,13209.0,150.0,68.9,1.6,13470.0
2017.0,15956.0,145.0,50.4,1.4,8780.0
2016.0,40601.0,200.0,47.1,2.0,13250.0
2018.0,10344.0,145.0,34.0,1.6,18500.0
2013.0,35600.0,20.0,61.4,1.2,4695.0
2019.0,8000.0,145.0,34.9,1.6,21995.0
2017.0,13330.0,145.0,57.7,1.2,8990.0
2018.0,11374.0,145.0,44.8,1.6,14695.0
2016.0,51919.0,0.0,78.4,1.6,7995.0
2017.0,27409.0,30.0,58.9,1.2,8495.0
2016.0,33925.0,240.0,43.5,2.0,13499.0
2017.0,300.0,145.0,52.3,1.4,13495.0
2018.0,22503.0,150.0,52.3,1.4,11365.0
2014.0,46460.0,20.0,60.1,1.0,4998.0
2017.0,16403.0,20.0,60.1,1.0,6760.0
2019.0,15507.0,150.0,44.1,1.0,13995.0
2017.0,30195.0,145.0,60.1,1.0,6295.0
2016.0,54325.0,30.0,55.4,1.2,6795.0
2019.0,10.0,145.0,44.1,1.0,19989.0
2019.0,5053.0,145.0,44.1,1.0,17295.0
2019.0,4419.0,145.0,60.1,0.0,9400.0
2016.0,32696.0,200.0,46.3,2.2,15995.0
2019.0,1636.0,145.0,34.0,2.0,23995.0
2017.0,24367.0,125.0,57.6,1.7,13750.0
2020.0,3000.0,150.0,53.3,1.0,12995.0
2011.0,42000.0,205.0,47.9,2.0,6975.0
2019.0,6483.0,145.0,44.1,1.0,15950.0
2019.0,8601.0,135.0,78.5,1.6,15970.0
2013.0,27000.0,20.0,61.4,1.2,4295.0
2017.0,3149.0,150.0,60.1,1.0,7570.0
2019.0,8777.0,145.0,44.1,1.0,13998.0
2019.0,11229.0,150.0,34.9,1.6,14999.0
2017.0,21129.0,20.0,60.1,1.0,6799.0
2016.0,26000.0,30.0,61.7,1.7,11995.0
2018.0,12495.0,145.0,44.8,1.6,14364.0
2015.0,13637.0,30.0,57.6,0.0,7500.0
2017.0,24533.0,145.0,58.9,1.2,8000.0
2019.0,4500.0,145.0,48.7,1.6,24999.0
2016.0,30000.0,0.0,78.4,1.6,8250.0
2019.0,13312.0,150.0,31.7,2.5,18499.0
2018.0,16709.0,145.0,60.1,1.0,7200.0
2019.0,100.0,145.0,34.9,1.6,21390.0
2014.0,42386.0,30.0,64.2,1.6,5998.0
2017.0,9273.0,145.0,60.1,1.0,7585.0
2016.0,9574.0,205.0,43.6,1.6,9495.0
2015.0,50047.0,0.0,78.4,1.6,6990.0
2017.0,11630.0,145.0,60.1,1.0,7495.0
2015.0,54324.0,0.0,78.4,1.6,6998.0
2015.0,42250.0,160.0,44.1,1.6,7950.0
2016.0,16751.0,30.0,57.6,1.2,6600.0
2016.0,37452.0,125.0,57.6,1.7,13495.0
2019.0,7200.0,135.0,52.3,1.6,24295.0
2014.0,12287.0,30.0,57.6,1.2,6275.0
2017.0,19066.0,150.0,57.6,1.7,15298.0
2019.0,4371.0,145.0,47.1,1.6,21452.0
2016.0,25044.0,125.0,58.9,2.0,14995.0
2019.0,9852.0,140.0,78.5,1.6,21995.0
2014.0,40650.0,30.0,57.6,1.2,6000.0
2019.0,3398.0,145.0,41.5,1.4,14998.0
2018.0,18406.0,145.0,57.7,1.2,8495.0
2018.0,34989.0,145.0,52.3,1.0,12599.0
2018.0,29248.0,135.0,78.5,1.6,13495.0
2016.0,5156.0,145.0,48.7,1.4,9298.0
2017.0,19990.0,125.0,57.6,1.7,15495.0
2016.0,27867.0,200.0,47.1,2.0,15780.0
2017.0,22298.0,0.0,74.3,1.6,10290.0
2018.0,21366.0,150.0,74.3,1.6,12299.0
2018.0,36501.0,145.0,28.0,2.5,17990.0
2018.0,3138.0,135.0,78.5,1.6,18498.0
2016.0,39016.0,160.0,43.5,1.6,8990.0
2016.0,15507.0,125.0,58.9,2.0,16995.0
2016.0,47257.0,0.0,65.7,1.0,7340.0
2017.0,20829.0,125.0,54.3,2.0,18495.0
2016.0,18006.0,30.0,61.7,1.7,11349.0
2018.0,32250.0,145.0,47.1,2.0,15995.0
2017.0,13206.0,160.0,44.8,1.6,13871.0
2017.0,16012.0,30.0,55.4,1.2,9990.0
2016.0,15550.0,205.0,47.1,2.0,17790.0
2018.0,13303.0,145.0,60.1,1.0,7490.0
2017.0,35073.0,150.0,78.4,1.6,8490.0
2017.0,30347.0,145.0,57.7,1.2,6999.0
2016.0,26317.0,240.0,42.8,2.2,18797.0
2014.0,41183.0,30.0,57.6,1.2,6000.0
2017.0,21743.0,145.0,65.7,1.7,11495.0
2018.0,7781.0,145.0,47.1,2.2,20250.0
2018.0,31852.0,135.0,78.5,1.6,16995.0
2014.0,37973.0,30.0,57.6,1.2,5700.0
2015.0,45163.0,145.0,53.3,1.7,8795.0
2018.0,13330.0,145.0,60.1,1.0,7291.0
2019.0,4328.0,135.0,78.5,1.6,19495.0
2016.0,24740.0,20.0,60.1,1.0,6500.0
2016.0,19500.0,125.0,58.9,2.0,15797.0
2014.0,23928.0,20.0,60.1,1.0,5498.0
2019.0,17715.0,145.0,44.1,1.0,14995.0
2019.0,32975.0,140.0,78.5,1.6,15698.0
2019.0,12254.0,145.0,34.0,1.6,19980.0
2018.0,20953.0,150.0,72.4,1.4,7991.0
2016.0,27712.0,125.0,56.5,1.7,11400.0
2019.0,5607.0,145.0,57.6,1.2,9995.0
2017.0,33000.0,145.0,57.7,1.2,6950.0
2019.0,20.0,145.0,36.2,1.6,23991.0
2015.0,42910.0,20.0,60.1,1.0,4495.0
2018.0,40050.0,150.0,60.1,1.0,7500.0
2018.0,10553.0,145.0,57.7,1.2,8995.0
2019.0,2475.0,150.0,36.2,1.6,22495.0
2015.0,21904.0,30.0,61.7,1.7,11697.0
2010.0,62000.0,30.0,56.5,1.2,2950.0
2017.0,29488.0,145.0,60.1,1.0,7603.0
2016.0,8790.0,20.0,61.4,1.0,6800.0
2017.0,19096.0,0.0,78.5,1.6,16495.0
2016.0,20746.0,20.0,60.1,1.0,5998.0
2017.0,19971.0,30.0,57.7,1.2,8490.0
2017.0,24286.0,150.0,58.9,1.2,8000.0
2016.0,43362.0,125.0,57.6,1.7,15990.0
2019.0,3686.0,150.0,46.3,1.2,11340.0
2017.0,13088.0,30.0,57.7,1.2,7500.0
2016.0,19390.0,20.0,60.1,1.0,6130.0
2018.0,15272.0,145.0,34.9,1.6,14670.0
2016.0,45770.0,20.0,60.1,1.2,6400.0
2019.0,6500.0,145.0,35.3,1.6,18250.0
2014.0,48900.0,260.0,41.5,2.2,14995.0
2017.0,24662.0,145.0,61.4,1.7,15849.0
2017.0,62308.0,125.0,58.9,2.0,13056.0
2019.0,10.0,145.0,44.1,1.0,15498.0
2015.0,20905.0,30.0,57.6,1.2,6620.0
2015.0,26541.0,30.0,57.6,1.2,5990.0
2019.0,6222.0,145.0,48.7,1.6,22690.0
2019.0,5280.0,145.0,35.3,1.6,16000.0
2016.0,15758.0,125.0,57.6,1.7,13999.0
2018.0,10751.0,150.0,49.6,1.0,12492.0
2017.0,25344.0,145.0,74.3,1.6,10698.0
2018.0,9595.0,145.0,44.1,1.0,15680.0
2019.0,2801.0,135.0,78.5,1.6,18491.0
2017.0,26570.0,20.0,60.1,1.0,5790.0
2015.0,48949.0,0.0,78.4,1.6,7198.0
2017.0,19942.0,125.0,57.6,1.7,15295.0
2017.0,39530.0,30.0,61.7,1.7,14291.0
2017.0,40195.0,30.0,61.7,1.7,11750.0
2017.0,30367.0,145.0,57.7,1.2,7000.0
2017.0,32113.0,145.0,55.4,1.2,7599.0
2018.0,11500.0,145.0,61.4,1.7,17000.0
2018.0,26019.0,145.0,57.7,1.2,7695.0
2015.0,41835.0,30.0,47.9,1.2,5998.0
2015.0,37360.0,30.0,55.4,1.2,6610.0
2017.0,19366.0,125.0,58.9,2.0,17500.0
2017.0,5970.0,150.0,60.1,1.0,7298.0
2018.0,13474.0,135.0,78.5,1.6,17298.0
2016.0,10278.0,235.0,42.2,2.2,19990.0
2016.0,7275.0,160.0,43.5,1.6,9995.0
2018.0,14062.0,145.0,60.1,1.0,7291.0
2018.0,4500.0,145.0,60.1,1.0,7890.0
2016.0,23865.0,125.0,57.6,1.7,14798.0
2016.0,32000.0,30.0,57.6,1.2,6490.0
2017.0,22981.0,145.0,61.7,1.7,12498.0
2020.0,1000.0,145.0,53.3,1.0,14995.0
2015.0,34572.0,30.0,65.7,1.7,9298.0
2018.0,7573.0,145.0,44.8,1.6,13950.0
2017.0,24107.0,30.0,61.7,1.7,13998.0
2019.0,3011.0,145.0,49.6,1.0,8895.0
2017.0,16353.0,30.0,61.7,1.7,13998.0
2015.0,38279.0,0.0,78.4,1.6,7498.0
2016.0,18777.0,30.0,55.4,1.2,7995.0
2017.0,37682.0,30.0,64.2,1.6,8650.0
2017.0,20187.0,160.0,45.6,1.4,9530.0
2016.0,16228.0,20.0,62.8,1.0,9299.0
2016.0,36084.0,30.0,65.7,1.7,10491.0
2019.0,3475.0,145.0,35.3,1.6,17400.0
2015.0,38973.0,125.0,58.9,2.0,11999.0
2018.0,10326.0,145.0,52.3,1.0,13995.0
2018.0,15190.0,145.0,60.1,1.0,7346.0
2016.0,28000.0,30.0,61.7,1.7,12495.0
2016.0,29000.0,30.0,57.6,1.2,6995.0
2018.0,20000.0,150.0,46.3,1.6,19970.0
2018.0,10000.0,145.0,47.9,1.2,9990.0
2016.0,36092.0,160.0,44.8,1.6,10775.0
2014.0,38406.0,30.0,62.8,1.7,7600.0
2017.0,17307.0,145.0,58.9,1.2,7999.0
2014.0,13000.0,20.0,61.4,1.2,4795.0
2015.0,1666.0,20.0,60.1,1.0,6999.0
2018.0,5130.0,145.0,57.6,1.2,8500.0
2017.0,38588.0,30.0,56.5,1.0,9995.0
2017.0,11028.0,150.0,44.8,1.6,13495.0
2016.0,38259.0,30.0,65.7,1.7,9698.0
2018.0,8985.0,145.0,57.6,1.2,10000.0
2018.0,33387.0,150.0,31.7,2.5,15800.0
2017.0,22172.0,150.0,67.3,1.7,9490.0
2020.0,4000.0,145.0,56.5,1.0,11495.0
2019.0,7603.0,135.0,78.5,1.6,19538.0
2017.0,15088.0,145.0,60.1,1.0,7299.0
2017.0,13675.0,145.0,64.2,1.6,8750.0
2018.0,30342.0,145.0,58.9,2.0,14890.0
2019.0,1348.0,145.0,47.1,1.6,20875.0
2017.0,30806.0,30.0,61.7,1.7,12800.0
2019.0,1887.0,145.0,47.9,1.6,23995.0
2019.0,10.0,145.0,44.1,1.0,15498.0
2018.0,10858.0,145.0,60.1,1.0,7400.0
2019.0,10397.0,135.0,78.5,1.6,22680.0
2016.0,20851.0,20.0,60.1,1.0,5998.0
2016.0,12680.0,30.0,55.4,1.2,8290.0
2017.0,32663.0,30.0,64.2,1.6,8769.0
2020.0,1045.0,145.0,34.0,2.0,25995.0
2019.0,10.0,145.0,60.1,1.0,10269.0
2018.0,4256.0,145.0,55.4,1.2,11000.0
2018.0,16500.0,145.0,36.2,1.6,17350.0
2018.0,33138.0,150.0,28.0,2.5,14800.0
2016.0,16750.0,30.0,55.4,1.2,8499.0
2011.0,56902.0,20.0,61.4,1.2,3599.0
2019.0,9337.0,135.0,78.5,1.6,17699.0
2016.0,8000.0,125.0,57.6,1.7,15995.0
2019.0,4967.0,135.0,78.5,1.6,16895.0
2019.0,3303.0,145.0,41.5,1.4,14998.0
2018.0,37133.0,135.0,78.5,1.6,14959.0
2017.0,21858.0,145.0,52.3,1.0,11990.0
2016.0,21686.0,125.0,50.4,1.4,9000.0
2019.0,10.0,135.0,78.5,1.6,23991.0
2018.0,13439.0,145.0,52.3,1.0,13300.0
2017.0,9400.0,135.0,78.5,1.6,15499.0
2019.0,19450.0,145.0,48.7,1.6,17749.0
2019.0,12206.0,145.0,35.3,1.6,14980.0
2016.0,56765.0,30.0,61.7,1.7,11500.0
2016.0,41498.0,240.0,43.5,2.0,13890.0
2019.0,6155.0,145.0,51.4,1.6,22500.0
2017.0,53402.0,145.0,61.7,1.7,11900.0
2018.0,18080.0,150.0,42.2,1.6,18999.0
2016.0,20934.0,30.0,56.5,1.2,7760.0
2018.0,5000.0,145.0,58.9,1.2,10995.0
2017.0,42858.0,205.0,47.9,2.0,14985.0
2016.0,12999.0,30.0,61.7,1.7,13474.0
2016.0,45910.0,200.0,47.9,2.0,12700.0
2019.0,9023.0,150.0,57.6,1.2,9000.0
2017.0,35937.0,30.0,58.9,1.2,7490.0
2018.0,14655.0,145.0,56.5,1.0,11298.0
2017.0,9172.0,145.0,56.5,1.0,11000.0
2016.0,16205.0,30.0,57.6,1.2,7280.0
2018.0,25289.0,145.0,74.3,1.6,11495.0
2019.0,7079.0,145.0,60.1,1.0,8299.0
2014.0,35000.0,150.0,53.3,1.7,8490.0
2017.0,19375.0,20.0,60.1,1.0,6200.0
2019.0,1027.0,145.0,46.3,1.2,11990.0
2020.0,133.0,150.0,34.9,1.6,26995.0
2018.0,9493.0,150.0,60.1,1.0,8495.0
2020.0,1300.0,150.0,34.0,2.0,26990.0
2019.0,4479.0,150.0,35.8,1.6,23500.0
2019.0,7540.0,145.0,44.1,1.0,18995.0
2018.0,11175.0,145.0,57.7,1.2,7850.0
2019.0,1928.0,145.0,60.1,1.0,7999.0
2019.0,11757.0,145.0,34.9,1.6,15498.0
2017.0,21553.0,135.0,78.5,1.6,17800.0
2017.0,18796.0,150.0,61.7,1.7,11600.0
2018.0,22539.0,145.0,60.1,1.0,6995.0
2020.0,433.0,145.0,34.9,1.6,19950.0
2019.0,2041.0,140.0,52.3,1.6,20000.0
2017.0,14673.0,0.0,78.5,1.6,15470.0
2017.0,37587.0,145.0,54.3,2.0,14498.0
2019.0,804.0,145.0,31.7,2.5,20000.0
2019.0,3000.0,145.0,34.0,2.0,24990.0
2019.0,10736.0,145.0,34.9,1.6,16495.0
2017.0,33803.0,145.0,60.1,1.0,5724.0
2019.0,4889.0,145.0,60.1,1.0,7995.0
2016.0,4859.0,160.0,44.8,1.6,16995.0
2018.0,17330.0,145.0,38.7,1.6,17495.0
2013.0,64149.0,145.0,47.1,1.4,5498.0
2018.0,10920.0,145.0,44.1,1.0,14954.0
2014.0,53544.0,165.0,51.4,2.0,9475.0
2016.0,6839.0,200.0,41.5,1.6,11230.0
2018.0,26405.0,145.0,47.9,1.2,9000.0
2019.0,30.0,145.0,54.3,1.6,16000.0
2018.0,25000.0,145.0,57.7,1.2,7995.0
2014.0,51515.0,30.0,62.8,1.7,7498.0
2015.0,8537.0,145.0,47.9,1.2,8695.0
2016.0,16422.0,30.0,61.7,1.7,13888.0
2019.0,17084.0,145.0,46.3,1.2,9699.0
2017.0,36895.0,150.0,58.9,2.0,15995.0
2016.0,19303.0,30.0,61.7,1.7,11998.0
2017.0,36459.0,150.0,46.3,2.0,14990.0
2017.0,14620.0,145.0,57.7,1.2,8995.0
2017.0,15422.0,20.0,60.1,1.0,7299.0
2019.0,1000.0,145.0,46.3,1.2,13995.0
2017.0,31739.0,145.0,61.7,1.7,13698.0
2017.0,11000.0,30.0,57.7,1.2,8295.0
2016.0,19658.0,125.0,50.4,1.4,8498.0
2015.0,20761.0,165.0,45.6,1.2,7999.0
2016.0,36242.0,125.0,50.4,1.4,7798.0
2017.0,10913.0,145.0,47.9,1.2,9680.0
2018.0,14183.0,145.0,44.8,1.6,12698.0
2018.0,13133.0,145.0,36.2,1.6,17490.0
2015.0,53730.0,30.0,65.7,1.7,8854.0
2016.0,29508.0,125.0,58.9,2.0,12990.0
2018.0,9274.0,145.0,44.8,1.6,14995.0
2019.0,12540.0,145.0,58.9,1.6,16495.0
2016.0,52265.0,200.0,47.1,2.2,15299.0
2015.0,18050.0,20.0,61.4,1.0,6750.0
2016.0,11000.0,145.0,47.9,1.2,9995.0
2018.0,10936.0,145.0,60.1,1.0,7495.0
2017.0,30318.0,145.0,57.7,1.2,7750.0
2020.0,1500.0,135.0,62.8,1.6,22000.0
2018.0,21588.0,145.0,47.1,2.2,20842.0
2017.0,47196.0,145.0,54.3,2.0,15600.0
2019.0,4264.0,145.0,47.9,1.0,11499.0
2017.0,24486.0,150.0,39.8,1.6,16450.0
2019.0,30.0,145.0,54.3,1.6,16000.0
2017.0,24049.0,150.0,61.7,1.7,11998.0
2018.0,5921.0,145.0,47.9,1.0,11030.0
2016.0,27000.0,20.0,72.4,1.6,9250.0
2016.0,42754.0,20.0,58.9,1.0,7995.0
2018.0,19012.0,145.0,44.1,1.0,14291.0
2017.0,15877.0,150.0,61.7,1.7,14000.0
2015.0,33730.0,145.0,53.3,1.7,9470.0
2016.0,30300.0,125.0,57.6,1.7,14199.0
2017.0,2924.0,145.0,56.5,1.0,12495.0
2018.0,12098.0,150.0,57.7,1.0,10349.0
2018.0,4760.0,145.0,48.7,1.6,17495.0
2019.0,5000.0,145.0,46.3,1.2,10795.0
2017.0,18540.0,30.0,61.7,1.7,15250.0
2014.0,48130.0,0.0,76.3,1.6,6290.0
2017.0,36432.0,150.0,54.3,2.0,17650.0
2017.0,16964.0,145.0,61.4,1.7,15732.0
2018.0,11122.0,145.0,74.3,1.6,11498.0
2019.0,6621.0,135.0,78.5,1.6,18314.0
2020.0,1900.0,145.0,56.5,1.0,12495.0
2019.0,14000.0,145.0,44.1,1.0,14495.0
2018.0,8043.0,145.0,60.1,1.0,7685.0
2018.0,30498.0,140.0,78.5,1.6,15995.0
2019.0,14690.0,145.0,47.1,1.6,21000.0
2018.0,10512.0,145.0,60.1,1.0,7518.0
2019.0,3111.0,145.0,47.9,1.0,12480.0
2009.0,59000.0,140.0,47.9,1.2,4495.0
2018.0,6526.0,150.0,45.6,1.0,12991.0
2019.0,12603.0,145.0,46.3,1.2,10495.0
2019.0,7691.0,150.0,31.7,0.0,18500.0
2017.0,4076.0,145.0,43.5,1.6,11199.0
2019.0,21750.0,145.0,34.0,1.6,18695.0
2016.0,14600.0,125.0,50.4,1.4,9191.0
2016.0,12936.0,125.0,50.4,1.4,9495.0
2019.0,8809.0,135.0,78.5,1.6,16995.0
2013.0,58000.0,0.0,76.3,1.6,5499.0
2017.0,30458.0,150.0,50.4,1.4,8690.0
2019.0,11372.0,145.0,44.1,1.0,14985.0
2019.0,4500.0,145.0,36.2,1.6,21795.0
2018.0,13668.0,150.0,48.7,1.6,17995.0
2019.0,15492.0,145.0,31.7,2.5,18990.0
2016.0,22109.0,160.0,43.5,1.6,8277.0
2019.0,30.0,145.0,54.3,1.6,16000.0
2017.0,6368.0,125.0,50.4,1.4,9698.0
2015.0,44226.0,30.0,55.4,1.2,7650.0
2018.0,2307.0,145.0,60.1,1.0,8700.0
2018.0,15885.0,145.0,60.1,1.0,7695.0
2020.0,771.0,145.0,53.3,1.0,14490.0
2019.0,1500.0,145.0,34.0,2.0,24970.0
2017.0,45726.0,150.0,61.7,1.7,14298.0
2013.0,64672.0,205.0,47.1,1.7,7485.0
2019.0,310.0,145.0,46.3,1.2,12490.0
2016.0,29051.0,30.0,61.7,1.7,11698.0
2017.0,285.0,145.0,61.7,1.7,13250.0
2015.0,28904.0,200.0,46.3,0.0,15200.0
2018.0,55190.0,140.0,78.5,1.6,13295.0
2018.0,11254.0,150.0,46.3,1.2,9995.0
2015.0,27823.0,125.0,51.4,1.4,8290.0
2017.0,42858.0,200.0,47.9,2.0,14985.0
2017.0,15804.0,30.0,61.7,1.7,14798.0
2017.0,50456.0,125.0,57.6,1.7,13499.0
2018.0,9097.0,135.0,78.5,1.6,16998.0
2016.0,10499.0,20.0,60.1,1.0,6699.0
2018.0,6922.0,145.0,44.1,1.0,13498.0
2019.0,2617.0,145.0,50.4,1.6,26490.0
2017.0,42570.0,145.0,42.8,2.2,17600.0
2013.0,35954.0,150.0,45.6,1.4,5498.0
2016.0,24695.0,0.0,78.5,1.6,16495.0
2018.0,23607.0,145.0,62.8,1.0,10499.0
2016.0,21611.0,30.0,57.6,1.2,6490.0
2017.0,28499.0,145.0,61.7,1.7,13250.0
2016.0,30456.0,30.0,57.6,1.2,6995.0
2016.0,36238.0,150.0,54.3,2.0,15995.0
2018.0,24364.0,150.0,52.3,1.0,12999.0
2013.0,15566.0,145.0,45.6,1.4,5995.0
2017.0,22781.0,150.0,55.4,1.2,8295.0
2018.0,30229.0,145.0,47.1,2.2,19000.0
2014.0,61243.0,145.0,53.3,1.7,7991.0
2015.0,57541.0,0.0,78.4,1.6,6850.0
2017.0,41603.0,30.0,61.7,1.7,12395.0
2019.0,50.0,145.0,34.0,2.0,25995.0
2015.0,23968.0,0.0,78.4,1.6,8990.0
2019.0,6648.0,145.0,50.4,1.6,26990.0
2018.0,11421.0,145.0,44.1,1.0,15000.0
2018.0,1500.0,145.0,60.1,1.0,8690.0
2018.0,816.0,150.0,49.6,1.0,12750.0
2014.0,42630.0,145.0,53.3,1.7,8300.0
2017.0,48034.0,205.0,47.1,2.2,15998.0
2017.0,18386.0,30.0,61.7,1.7,14498.0
2018.0,17598.0,135.0,78.5,1.6,15998.0
2017.0,10456.0,145.0,57.6,1.7,15750.0
2019.0,19266.0,145.0,28.0,2.5,20995.0
2016.0,33794.0,30.0,57.6,1.2,6764.0
2019.0,4672.0,150.0,44.1,1.0,17495.0
2017.0,29304.0,145.0,74.3,1.6,10498.0
2017.0,2916.0,145.0,61.7,1.7,13798.0
2016.0,19947.0,30.0,55.4,1.2,6990.0
2016.0,17604.0,160.0,44.8,1.6,12999.0
2015.0,28287.0,145.0,54.3,2.0,16996.0
2017.0,9604.0,145.0,50.4,1.4,9998.0
2018.0,30001.0,145.0,57.7,1.2,7000.0
2019.0,4426.0,145.0,47.9,1.6,24989.0
2018.0,16172.0,145.0,57.7,1.7,18199.0
2019.0,14593.0,145.0,34.9,1.6,19000.0
2019.0,100.0,145.0,60.1,1.0,8489.0
2016.0,24340.0,125.0,58.9,2.0,15995.0
2015.0,18078.0,20.0,67.3,1.6,8995.0
2018.0,19702.0,145.0,60.1,1.0,7995.0
2015.0,13076.0,30.0,57.6,1.2,7699.0
2016.0,16174.0,125.0,57.6,1.7,16000.0
2019.0,9401.0,145.0,44.1,1.0,14495.0
2018.0,12492.0,150.0,44.8,1.6,14990.0
2016.0,41429.0,0.0,78.4,1.6,7998.0
2019.0,7596.0,150.0,36.2,1.6,18695.0
2018.0,7594.0,145.0,60.1,1.0,7995.0
2014.0,50425.0,200.0,46.3,2.2,11830.0
2012.0,58205.0,20.0,61.4,1.2,3695.0
2019.0,3700.0,135.0,78.5,1.6,18250.0
2018.0,20455.0,150.0,44.8,1.6,14499.0
2016.0,22600.0,160.0,43.5,1.6,8800.0
2016.0,37899.0,30.0,55.4,1.2,6398.0
2012.0,45566.0,145.0,45.6,1.4,5790.0
2018.0,17789.0,145.0,52.3,1.0,12498.0
2017.0,28965.0,145.0,57.7,1.2,6650.0
2017.0,21189.0,145.0,55.4,1.2,7490.0
2018.0,14162.0,145.0,60.1,1.0,7495.0
2019.0,8045.0,145.0,51.4,1.6,20990.0
2019.0,5630.0,145.0,44.1,1.0,15498.0
2013.0,49252.0,0.0,74.3,1.1,4670.0
2017.0,1847.0,20.0,60.1,1.0,7101.0
2019.0,8008.0,150.0,47.9,1.2,9987.0
2017.0,19367.0,145.0,51.4,1.4,12250.0
2018.0,13436.0,145.0,47.1,2.2,21985.0
2018.0,33887.0,145.0,31.7,2.5,16299.0
2017.0,27779.0,0.0,78.5,1.6,12495.0
2017.0,2000.0,145.0,48.7,1.4,10995.0
2015.0,19935.0,30.0,55.4,1.2,7995.0
2017.0,36357.0,30.0,61.7,1.7,12990.0
2017.0,20018.0,30.0,61.4,1.7,15490.0
2017.0,21786.0,145.0,60.1,1.0,6995.0
2018.0,12223.0,145.0,57.7,1.0,9498.0
2016.0,32000.0,160.0,44.8,1.6,11295.0
2018.0,40735.0,135.0,78.5,1.6,14200.0
2018.0,30459.0,145.0,31.7,2.5,15999.0
2017.0,15783.0,30.0,61.7,1.7,13498.0
2019.0,5530.0,140.0,62.8,1.6,20998.0
2020.0,1764.0,145.0,50.4,1.6,23980.0
2014.0,63100.0,30.0,57.6,1.2,4990.0
2019.0,2112.0,145.0,41.5,1.4,15120.0
2018.0,16096.0,145.0,36.2,1.6,17000.0
2017.0,17531.0,20.0,60.1,1.0,7350.0
2018.0,27177.0,145.0,52.3,1.0,12249.0
2018.0,16410.0,145.0,52.3,1.0,13995.0
2019.0,5812.0,150.0,34.9,1.6,17995.0
2016.0,20219.0,30.0,58.9,1.0,9590.0
2016.0,20710.0,0.0,78.4,1.6,8390.0
2018.0,30288.0,145.0,57.6,1.7,15595.0
2016.0,19201.0,240.0,42.8,2.2,20681.0
2015.0,59000.0,0.0,78.4,1.6,6885.0
2018.0,8225.0,150.0,44.8,1.6,14949.0
2019.0,2000.0,150.0,44.1,1.0,19990.0
2016.0,39289.0,125.0,50.4,1.4,8000.0
2017.0,26182.0,150.0,61.4,1.7,14900.0
2018.0,8878.0,145.0,60.1,1.0,8095.0
2018.0,8435.0,145.0,44.1,1.0,14750.0
2016.0,49430.0,20.0,60.1,1.0,4985.0
2017.0,39144.0,145.0,61.4,1.7,14000.0
2019.0,2562.0,145.0,45.6,1.4,14990.0
2017.0,21640.0,150.0,68.9,1.4,8990.0
2017.0,28502.0,145.0,55.4,1.2,7998.0
2017.0,8418.0,145.0,44.8,1.6,14099.0
2019.0,100.0,145.0,36.2,1.6,21750.0
2017.0,22759.0,30.0,61.7,1.7,11290.0
2018.0,9653.0,150.0,34.9,1.6,15498.0
2016.0,28861.0,30.0,61.7,1.7,12998.0
2017.0,11211.0,150.0,43.5,1.6,9995.0
2016.0,37721.0,20.0,60.1,1.0,6000.0
2020.0,101.0,145.0,46.3,1.2,12770.0
2016.0,20603.0,150.0,47.9,1.2,7699.0
2014.0,59247.0,145.0,53.3,1.7,7777.0
2017.0,39628.0,145.0,58.9,1.2,7459.0
2019.0,2499.0,145.0,44.1,1.0,14497.0
2020.0,2458.0,145.0,53.3,1.0,14000.0
2018.0,32730.0,145.0,28.0,2.5,16990.0
2016.0,13302.0,160.0,43.5,1.6,8991.0
2015.0,14566.0,20.0,60.1,1.0,5885.0
2018.0,6871.0,145.0,60.1,1.0,8300.0
2019.0,4587.0,145.0,49.6,1.0,9995.0
